repo_fullname,issue_url,created_date,close_date,created_by,closed_by,num_of_comments,num_of_collabos,coding_agent_usage,fixer_experience,coding_agent_bin,comments/collaborators,open-close,time_to_close,hours_to_close
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10006,2024-11-20T09:46:17Z,2024-11-22T02:05:31Z,dahnny012,freddyaboulton,5,2,FALSE,"7,256",0,2.5,0,1 days 16:19:14,40.32055556
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/716,2025-02-19T03:57:16Z,2025-05-08T10:19:25Z,wiselyG,ntohidi,1,2,FALSE,460,0,0.5,0,78 days 06:22:09,1878.369167
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/331,2025-01-23T10:11:24Z,2025-01-24T16:24:46Z,clefourrier,clefourrier,5,3,FALSE,"2,736",0,1.666666667,1,1 days 06:13:22,30.22277778
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/7990,2025-06-07T01:42:37Z,2025-07-23T18:29:16Z,smpanaro,mikeldking,4,4,TRUE,"13,822",1,1,0,46 days 16:46:39,1120.7775
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11587,2025-07-16T09:58:46Z,2025-07-24T15:30:18Z,xxxpsyduck,hannahblair,0,2,FALSE,"3,898,162,122",0,0,0,8 days 05:31:32,197.5255556
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/443,2025-01-12T19:44:13Z,2025-05-07T10:47:48Z,suryabhosaleoptimeleon,aravindkarnam,2,3,FALSE,"1,745",0,0.6666666667,0,114 days 15:03:35,2751.059722
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/796,2025-03-05T22:12:06Z,2025-03-07T04:24:44Z,michael-supreme,aravindkarnam,3,2,FALSE,363,0,1.5,0,1 days 06:12:38,30.21055556
BeehiveInnovations/zen-mcp-server,https://github.com/BeehiveInnovations/zen-mcp-server/issues/157,2025-06-29T04:03:45Z,2025-06-30T19:43:28Z,ivnle,ivnle,2,2,FALSE,45,0,1,1,1 days 15:39:43,39.66194444
NousResearch/atropos,https://github.com/NousResearch/atropos/issues/184,2025-06-16T09:38:27Z,2025-06-16T10:02:58Z,kmrasmussen,kmrasmussen,1,1,FALSE,285,0,1,1,0 days 00:24:31,0.4086111111
konveyor/kai,https://github.com/konveyor/kai/issues/600,2025-01-29T21:50:24Z,2025-02-19T23:00:09Z,jwmatthews,fabianvf,3,2,FALSE,"14,178",0,1.5,0,21 days 01:09:45,505.1625
Operative-Sh/web-eval-agent,https://github.com/Operative-Sh/web-eval-agent/issues/13,2025-04-30T05:05:11Z,2025-05-01T00:28:39Z,aimanzahar,aimanzahar,2,3,FALSE,133,0,0.6666666667,1,0 days 19:23:28,19.39111111
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/1201,2025-06-08T18:39:36Z,2025-07-13T13:47:31Z,blasco,aravindkarnam,1,3,FALSE,"1,789",0,0.3333333333,0,34 days 19:07:55,835.1319444
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10767,2025-03-09T03:09:17Z,2025-03-11T15:27:08Z,brycepg,abidlabs,4,3,FALSE,"18,068",0,1.333333333,0,2 days 12:17:51,60.2975
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/29640,2025-04-28T18:53:50Z,2025-05-08T21:41:11Z,paperlinguist,paperlinguist,2,2,FALSE,4,0,1,1,10 days 02:47:21,242.7891667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10555,2025-02-10T04:26:20Z,2025-02-10T15:56:55Z,teressawang,abidlabs,2,2,FALSE,"17,963",0,1,0,0 days 11:30:35,11.50972222
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10418,2025-01-23T17:39:48Z,2025-01-24T22:43:00Z,didierguillevic,abidlabs,2,2,FALSE,"17,855",0,1,0,1 days 05:03:12,29.05333333
Byaidu/PDFMathTranslate,https://github.com/Byaidu/PDFMathTranslate/issues/32,2024-11-11T10:42:21Z,2024-11-11T10:58:51Z,yshi100,Byaidu,1,2,FALSE,"2,617",0,0.5,0,0 days 00:16:30,0.275
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10874,2025-03-25T11:28:24Z,2025-03-26T11:07:08Z,Duaa-Badaha,hannahblair,5,4,FALSE,"4,083,867,729",0,1.25,0,0 days 23:38:44,23.64555556
alexander-zuev/supabase-mcp-server,https://github.com/alexander-zuev/supabase-mcp-server/issues/16,2025-02-26T11:16:04Z,2025-02-26T11:51:49Z,schibrikov,schibrikov,3,2,FALSE,0,0,1.5,1,0 days 00:35:45,0.5958333333
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/282,2024-11-21T07:51:17Z,2025-01-05T11:09:28Z,KaifAhmad1,unclecode,26,11,FALSE,"23,103",0,2.363636364,0,45 days 03:18:11,1083.303056
yangkyeongmo/mcp-server-apache-airflow,https://github.com/yangkyeongmo/mcp-server-apache-airflow/issues/13,2025-05-25T03:22:50Z,2025-06-25T06:38:32Z,liangpengfei,yangkyeongmo,2,2,FALSE,341,0,1,0,31 days 03:15:42,747.2616667
BeehiveInnovations/zen-mcp-server,https://github.com/BeehiveInnovations/zen-mcp-server/issues/209,2025-07-26T14:18:45Z,2025-07-26T14:38:31Z,MaciekBaron,MaciekBaron,1,1,FALSE,"3,502",0,1,1,0 days 00:19:46,0.3294444444
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/430,2025-01-08T16:36:29Z,2025-01-13T12:11:29Z,berkaygkv,unclecode,7,3,FALSE,"24,056",0,2.333333333,0,4 days 19:35:00,115.5833333
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/409,2025-01-04T02:37:30Z,2025-01-07T12:18:01Z,wolfelee,unclecode,6,2,FALSE,"23,508",0,3,0,3 days 09:40:31,81.67527778
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/1103,2025-05-13T03:14:30Z,2025-07-13T13:49:14Z,nciefeiniu,aravindkarnam,1,3,FALSE,"1,789",0,0.3333333333,0,61 days 10:34:44,1474.578889
mckinsey/vizro,https://github.com/mckinsey/vizro/issues/834,2024-10-28T18:24:49Z,2024-11-13T14:05:31Z,antonymilne,huong-li-nguyen,0,2,FALSE,453,0,0,0,15 days 19:40:42,379.6783333
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/25246,2024-10-13T10:49:15Z,2024-10-13T20:15:51Z,parthlaw,parthlaw,1,1,FALSE,262,0,1,1,0 days 09:26:36,9.443333333
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10309,2025-01-08T00:14:56Z,2025-01-08T17:37:38Z,ZhaoyuanQiu,abidlabs,2,2,FALSE,"17,695",0,1,0,0 days 17:22:42,17.37833333
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/25890,2024-11-13T00:18:31Z,2025-04-27T16:10:22Z,kev-sweet,cmpadden,0,2,FALSE,"7,194",0,0,0,165 days 15:51:51,3975.864167
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10105,2024-12-03T08:35:43Z,2024-12-07T15:51:01Z,hysts,abidlabs,0,2,FALSE,"17,591",0,0,0,4 days 07:15:18,103.255
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/61,2025-01-04T06:00:23Z,2025-02-13T14:06:19Z,joaopauloschuler,aymeric-roucher,2,2,FALSE,"6,783",0,1,0,40 days 08:05:56,968.0988889
ServiceNow/BrowserGym,https://github.com/ServiceNow/BrowserGym/issues/216,2024-10-26T22:16:01Z,2024-10-30T19:13:19Z,manuel-delverme,gasse,1,2,FALSE,"1,859",0,0.5,0,3 days 20:57:18,92.955
marketcalls/openalgo,https://github.com/marketcalls/openalgo/issues/84,2024-11-26T08:19:41Z,2024-12-11T06:01:10Z,Hiddenleaf07,marketcalls,2,2,FALSE,"11,043",0,1,0,14 days 21:41:29,357.6913889
niceberginc/agentipy,https://github.com/niceberginc/agentipy/issues/32,2025-01-04T08:24:13Z,2025-01-05T19:19:45Z,VJlaxmi,tkorkmazeth,8,3,FALSE,466,0,2.666666667,0,1 days 10:55:32,34.92555556
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11313,2025-06-02T13:38:09Z,2025-06-03T13:43:10Z,1o5am,freddyaboulton,1,2,FALSE,"7,748",0,0.5,0,1 days 00:05:01,24.08361111
JackHopkins/factorio-learning-environment,https://github.com/JackHopkins/factorio-learning-environment/issues/38,2024-10-30T12:00:34Z,2024-10-31T17:17:21Z,MartBakler,JackHopkins,0,2,FALSE,371,0,0,0,1 days 05:16:47,29.27972222
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10436,2025-01-24T22:41:03Z,2025-01-27T19:15:26Z,GregSommerville,GregSommerville,3,2,FALSE,202,0,1.5,1,2 days 20:34:23,68.57305556
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10021,2024-11-22T15:23:34Z,2024-11-27T19:25:03Z,filiso,abidlabs,0,2,FALSE,"17,489",0,0,0,5 days 04:01:29,124.0247222
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/402,2025-01-02T14:33:00Z,2025-01-05T10:50:25Z,psotaond-mama,unclecode,12,3,FALSE,"23,103",0,4,0,2 days 20:17:25,68.29027778
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6211,2025-01-30T19:26:57Z,2025-01-30T19:43:28Z,mikeldking,RogerHYang,0,2,FALSE,"6,546",0,0,0,0 days 00:16:31,0.2752777778
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/1461,2025-06-21T11:27:55Z,2025-06-22T11:26:42Z,Martin-Labenne,albertvillanova,0,2,FALSE,"12,586",0,0,0,0 days 23:58:47,23.97972222
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/7486,2025-05-09T01:37:30Z,2025-05-11T19:26:06Z,damithsenanayake,mikeldking,2,2,FALSE,"13,525",0,1,0,2 days 17:48:36,65.81
nottelabs/notte,https://github.com/nottelabs/notte/issues/190,2025-03-25T09:00:38Z,2025-06-08T02:28:21Z,andreakiro,andreakiro,0,1,FALSE,"2,012",0,0,1,74 days 17:27:43,1793.461944
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10568,2025-02-12T05:13:22Z,2025-02-17T22:16:28Z,hysts,hannahblair,0,2,FALSE,"4,251,215,651",0,0,0,5 days 17:03:06,137.0516667
atopile/atopile,https://github.com/atopile/atopile/issues/491,2024-10-24T02:59:56Z,2024-10-25T00:37:32Z,markwu2001,mawildoer,1,2,FALSE,"1,307",0,0.5,0,0 days 21:37:36,21.62666667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9490,2024-10-01T12:54:38Z,2025-02-27T07:07:48Z,mitanshu7,abidlabs,4,4,FALSE,"18,034",0,1,0,148 days 18:13:10,3570.219444
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/925,2025-04-02T02:46:39Z,2025-04-02T13:02:25Z,cccmolo,unclecode,1,2,FALSE,"28,317",0,0.5,0,0 days 10:15:46,10.26277778
getzep/graphiti,https://github.com/getzep/graphiti/issues/632,2025-06-26T21:00:47Z,2025-06-27T17:54:19Z,vvuk,vvuk,4,2,FALSE,"195,773",0,2,1,0 days 20:53:32,20.89222222
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9867,2024-10-29T14:41:06Z,2024-11-01T14:08:24Z,Josef-Haupt,Josef-Haupt,6,2,FALSE,373,0,3,1,2 days 23:27:18,71.455
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6429,2025-02-18T17:18:40Z,2025-02-20T12:56:02Z,cephalization,cephalization,0,1,FALSE,"2,532",0,0,1,1 days 19:37:22,43.62277778
Byaidu/PDFMathTranslate,https://github.com/Byaidu/PDFMathTranslate/issues/40,2024-11-12T04:58:48Z,2024-11-13T18:29:36Z,yshi100,Byaidu,1,2,FALSE,"2,729",0,0.5,0,1 days 13:30:48,37.51333333
nottelabs/notte,https://github.com/nottelabs/notte/issues/239,2025-04-16T19:19:12Z,2025-04-16T21:10:33Z,SltMatteo,jose-notte,0,2,FALSE,0,0,0,0,0 days 01:51:21,1.855833333
niceberginc/agentipy,https://github.com/niceberginc/agentipy/issues/107,2025-03-11T10:03:38Z,2025-03-11T19:17:43Z,collinsezedike,collinsezedike,2,2,FALSE,819,0,1,1,0 days 09:14:05,9.234722222
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10175,2024-12-11T06:02:06Z,2024-12-12T15:39:51Z,Pr0va1der,Pr0va1der,12,7,FALSE,25,0,1.714285714,1,1 days 09:37:45,33.62916667
opensearch-project/opensearch-mcp-server-py,https://github.com/opensearch-project/opensearch-mcp-server-py/issues/51,2025-06-26T23:55:43Z,2025-06-28T00:09:57Z,rithin-pullela-aws,rithin-pullela-aws,2,2,FALSE,164,0,1,1,1 days 00:14:14,24.23722222
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1485,2025-02-08T15:27:37Z,2025-02-23T16:10:23Z,gannher,ab-smith,1,2,FALSE,"9,064",0,0.5,0,15 days 00:42:46,360.7127778
dipdup-io/dipdup,https://github.com/dipdup-io/dipdup/issues/1250,2025-05-06T08:06:21Z,2025-05-06T19:14:00Z,TristanAllaire,droserasprout,0,2,FALSE,"1,901",0,0,0,0 days 11:07:39,11.1275
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/8843,2025-07-30T04:20:18Z,2025-07-30T12:35:18Z,mikeldking,mikeldking,1,1,FALSE,"13,865",0,1,1,0 days 08:15:00,8.25
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/34,2025-01-02T08:18:46Z,2025-02-05T10:43:03Z,PKQ1688,aymeric-roucher,3,3,FALSE,"6,677",0,1,0,34 days 02:24:17,818.4047222
getzep/graphiti,https://github.com/getzep/graphiti/issues/563,2025-06-06T12:19:33Z,2025-06-06T17:31:13Z,i-d-lytvynenko,prasmussen15,3,3,FALSE,"4,230",0,1,0,0 days 05:11:40,5.194444444
mem0ai/mem0,https://github.com/mem0ai/mem0/issues/1991,2024-10-29T02:49:58Z,2025-01-10T20:17:43Z,pihang,Dev-Khant,1,3,FALSE,"5,874",0,0.3333333333,0,73 days 17:27:45,1769.4625
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/143,2024-10-07T16:38:01Z,2025-01-25T11:53:43Z,jmontoyavallejo,unclecode,3,3,FALSE,"25,314",0,1,0,109 days 19:15:42,2635.261667
nlweb-ai/NLWeb,https://github.com/nlweb-ai/NLWeb/issues/171,2025-06-04T02:33:55Z,2025-06-05T01:53:35Z,FMsunyh,FMsunyh,2,1,FALSE,743,0,2,1,0 days 23:19:40,23.32777778
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/997,2025-03-16T14:47:42Z,2025-03-17T06:29:21Z,xmagpie,aymeric-roucher,0,2,FALSE,"7,125",0,0,0,0 days 15:41:39,15.69416667
getzep/graphiti,https://github.com/getzep/graphiti/issues/223,2024-12-03T09:49:10Z,2025-06-27T22:33:58Z,StefanDimitrov95,danielchalef,3,3,FALSE,"6,782",0,1,0,206 days 12:44:48,4956.746667
Starlitnightly/omicverse,https://github.com/Starlitnightly/omicverse/issues/338,2025-07-13T10:49:02Z,2025-07-14T05:01:58Z,zhangxs001,Starlitnightly,0,2,FALSE,731,0,0,0,0 days 18:12:56,18.21555556
Starlitnightly/omicverse,https://github.com/Starlitnightly/omicverse/issues/240,2024-12-22T15:39:58Z,2025-05-22T09:07:32Z,GhostInTheShellwjc,Starlitnightly,1,2,FALSE,580,0,0.5,0,150 days 17:27:34,3617.459444
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6090,2025-01-16T20:36:33Z,2025-06-23T16:36:55Z,cephalization,cephalization,4,2,TRUE,"2,908",1,2,1,157 days 20:00:22,3788.006111
agiresearch/AIOS,https://github.com/agiresearch/AIOS/issues/402,2025-01-06T17:27:57Z,2025-01-06T23:44:36Z,XiangZhang-zx,XiangZhang-zx,0,1,FALSE,222,0,0,1,0 days 06:16:39,6.2775
Goldziher/kreuzberg,https://github.com/Goldziher/kreuzberg/issues/26,2025-03-06T17:07:15Z,2025-03-26T13:35:24Z,YousefAlsaeed,YousefAlsaeed,8,2,FALSE,"3,282,835,501",0,4,1,19 days 20:28:09,476.4691667
oracle-samples/ai-optimizer,https://github.com/oracle-samples/ai-optimizer/issues/51,2024-11-23T02:27:03Z,2024-11-23T13:43:43Z,awesomesince96,gotsysdba,1,2,FALSE,711,0,0.5,0,0 days 11:16:40,11.27777778
redis/mcp-redis,https://github.com/redis/mcp-redis/issues/12,2025-05-06T06:12:44Z,2025-05-06T12:44:18Z,nafraf,nafraf,3,2,FALSE,444,0,1.5,1,0 days 06:31:34,6.526111111
BeehiveInnovations/zen-mcp-server,https://github.com/BeehiveInnovations/zen-mcp-server/issues/6,2025-06-10T21:14:59Z,2025-06-11T03:09:33Z,a322655,guidedways,1,2,FALSE,"2,333",0,0.5,0,0 days 05:54:34,5.909444444
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/5384,2024-11-15T18:07:04Z,2024-11-19T19:43:07Z,Parker-Stafford,cephalization,0,2,FALSE,"1,934",0,0,0,4 days 01:36:03,97.60083333
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/1353,2025-05-20T00:16:17Z,2025-06-19T17:59:40Z,strawgate,albertvillanova,2,3,FALSE,"12,581",0,0.6666666667,0,30 days 17:43:23,737.7230556
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/8466,2025-07-08T12:01:07Z,2025-07-09T08:14:46Z,glmourad,glmourad,2,2,FALSE,0,0,1,1,0 days 20:13:39,20.2275
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9457,2024-09-27T01:53:38Z,2024-10-08T23:54:25Z,abidlabs,freddyaboulton,5,3,FALSE,"6,978",0,1.666666667,0,11 days 22:00:47,286.0130556
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/2398,2024-10-24T19:06:23Z,2024-10-27T14:11:31Z,Jabolol,Jabolol,0,1,FALSE,"1,757",0,0,1,2 days 19:05:08,67.08555556
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/24764,2024-09-25T18:46:14Z,2024-09-26T14:46:56Z,sqkkyzx,sqkkyzx,1,1,FALSE,96,0,1,1,0 days 20:00:42,20.01166667
PrefectHQ/marvin,https://github.com/PrefectHQ/marvin/issues/1103,2025-03-20T11:26:15Z,2025-03-21T17:33:50Z,matthewfranglen,zzstoatzz,0,2,FALSE,"11,210",0,0,0,1 days 06:07:35,30.12638889
coleam00/Archon,https://github.com/coleam00/Archon/issues/61,2025-03-11T12:28:22Z,2025-04-02T23:42:54Z,givemhell,coleam00,6,3,FALSE,"32,729",0,2,0,22 days 11:14:32,539.2422222
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6313,2025-02-10T14:38:15Z,2025-02-12T03:04:35Z,RogerHYang,cephalization,0,2,FALSE,"2,246",0,0,0,1 days 12:26:20,36.43888889
vndee/llm-sandbox,https://github.com/vndee/llm-sandbox/issues/77,2025-06-26T22:56:05Z,2025-07-01T14:04:04Z,vdmitriyev,vndee,4,3,TRUE,"2,884",1,1.333333333,0,4 days 15:07:59,111.1330556
xorq-labs/xorq,https://github.com/xorq-labs/xorq/issues/850,2025-04-19T12:59:43Z,2025-04-22T17:59:14Z,dlovell,dlovell,1,1,FALSE,"6,643",0,1,1,3 days 04:59:31,76.99194444
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/7625,2025-05-20T11:02:59Z,2025-05-20T17:12:58Z,ismaslov,axiomofjoy,1,2,FALSE,"6,025",0,0.5,0,0 days 06:09:59,6.166388889
opendatahub-io/llama-stack-demos,https://github.com/opendatahub-io/llama-stack-demos/issues/114,2025-04-17T00:54:02Z,2025-04-17T16:14:12Z,sallyom,cooktheryan,0,2,FALSE,"11,710",0,0,0,0 days 15:20:10,15.33611111
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/501,2025-01-20T16:23:35Z,2025-05-07T13:23:26Z,saipavankumar-muppalaneni,aravindkarnam,2,3,FALSE,"1,745",0,0.6666666667,0,106 days 20:59:51,2564.9975
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9820,2024-10-23T15:06:49Z,2024-11-01T15:13:45Z,CISC,abidlabs,13,3,FALSE,"17,366",0,4.333333333,0,9 days 00:06:56,216.1155556
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/8605,2025-07-16T17:00:52Z,2025-07-16T22:50:53Z,ehutt,anticorrelator,0,2,FALSE,"12,171",0,0,0,0 days 05:50:01,5.833611111
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/2194,2025-06-27T07:58:11Z,2025-06-27T13:18:37Z,RoboMonk3y,ab-smith,1,2,FALSE,"9,821",0,0.5,0,0 days 05:20:26,5.340555556
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/1279,2025-07-08T05:07:39Z,2025-07-09T05:29:07Z,zs-gpillai,zs-gpillai,3,2,FALSE,0,0,1.5,1,1 days 00:21:28,24.35777778
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9679,2024-10-12T04:15:38Z,2024-10-22T01:55:55Z,skye0402,abidlabs,9,4,FALSE,"17,332",0,2.25,0,9 days 21:40:17,237.6713889
langchain-ai/mcpdoc,https://github.com/langchain-ai/mcpdoc/issues/32,2025-05-15T11:31:00Z,2025-07-17T01:41:58Z,Silence-Among-Crows,eyurtsev,3,2,FALSE,"43,849",0,1.5,0,62 days 14:10:58,1502.182778
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/273,2024-11-18T10:08:25Z,2025-01-21T09:31:24Z,wwwrookie,aravindkarnam,14,4,FALSE,166,0,3.5,0,63 days 23:22:59,1535.383056
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/8060,2025-06-12T06:16:28Z,2025-06-13T21:43:38Z,qlibp,RogerHYang,2,3,TRUE,"7,295",1,0.6666666667,0,1 days 15:27:10,39.45277778
xorq-labs/xorq,https://github.com/xorq-labs/xorq/issues/633,2025-03-10T11:07:22Z,2025-03-11T15:32:58Z,dlovell,dlovell,0,1,FALSE,"6,585",0,0,1,1 days 04:25:36,28.42666667
ai-christianson/RA.Aid,https://github.com/ai-christianson/RA.Aid/issues/1,2024-12-12T02:51:47Z,2024-12-19T03:43:33Z,sosacrazy126,sosacrazy126,3,2,FALSE,3,0,1.5,1,7 days 00:51:46,168.8627778
PrefectHQ/marvin,https://github.com/PrefectHQ/marvin/issues/1102,2025-03-20T11:12:01Z,2025-03-21T17:38:50Z,matthewfranglen,zzstoatzz,3,2,FALSE,"11,210",0,1.5,0,1 days 06:26:49,30.44694444
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/25489,2024-10-24T07:03:27Z,2024-10-25T13:35:57Z,adarsh-activbytes,garethbrickman,1,2,FALSE,"3,137",0,0.5,0,1 days 06:32:30,30.54166667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11308,2025-05-31T22:19:42Z,2025-06-02T19:26:02Z,deckar01,pngwn,0,2,FALSE,"13,659",0,0,0,1 days 21:06:20,45.10555556
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/3428,2025-03-27T13:33:39Z,2025-03-30T14:43:12Z,ccerv1,ccerv1,5,3,TRUE,"2,335",1,1.666666667,1,3 days 01:09:33,73.15916667
thewtex/ngff-zarr,https://github.com/thewtex/ngff-zarr/issues/156,2025-06-02T17:23:44Z,2025-06-09T16:49:29Z,junelsolis,thewtex,3,2,FALSE,"109,720",0,1.5,0,6 days 23:25:45,167.4291667
marketcalls/openalgo,https://github.com/marketcalls/openalgo/issues/340,2025-07-21T05:21:31Z,2025-07-29T03:27:15Z,tradecurry,marketcalls,9,4,FALSE,"19,182",0,2.25,0,7 days 22:05:44,190.0955556
konveyor/kai,https://github.com/konveyor/kai/issues/699,2025-02-27T15:22:54Z,2025-02-28T18:16:29Z,abrugaro,pranavgaikwad,1,2,FALSE,"2,444",0,0.5,0,1 days 02:53:35,26.89305556
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/7450,2025-05-06T21:42:14Z,2025-07-07T16:05:37Z,axiomofjoy,mikeldking,1,3,TRUE,"13,754",1,0.3333333333,0,61 days 18:23:23,1482.389722
konveyor/kai,https://github.com/konveyor/kai/issues/638,2025-02-07T18:34:47Z,2025-02-17T14:07:24Z,sshveta,jwmatthews,7,3,FALSE,"9,060",0,2.333333333,0,9 days 19:32:37,235.5436111
kujenga/zotero-mcp,https://github.com/kujenga/zotero-mcp/issues/13,2025-04-20T09:13:57Z,2025-04-22T23:55:08Z,franklonghai,kujenga,3,2,FALSE,"3,314",0,1.5,0,2 days 14:41:11,62.68638889
Azure-Samples/healthcare-agent-orchestrator,https://github.com/Azure-Samples/healthcare-agent-orchestrator/issues/1,2025-05-15T01:33:22Z,2025-05-16T15:21:40Z,ai-apps-bot,matthiasblondeel,0,2,FALSE,10,0,0,0,1 days 13:48:18,37.805
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/699,2025-02-17T11:41:45Z,2025-07-13T13:22:01Z,mllife,aravindkarnam,7,3,FALSE,"1,789",0,2.333333333,0,146 days 01:40:16,3505.671111
atopile/atopile,https://github.com/atopile/atopile/issues/619,2024-12-04T01:36:17Z,2024-12-04T21:02:05Z,mawildoer,iopapamanoglou,1,2,FALSE,105,0,0.5,0,0 days 19:25:48,19.43
agiresearch/AIOS,https://github.com/agiresearch/AIOS/issues/357,2024-12-01T21:38:08Z,2024-12-27T08:53:32Z,joshprk,dongyuanjushi,6,5,FALSE,"1,727",0,1.2,0,25 days 11:15:24,611.2566667
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/2228,2024-09-26T22:03:59Z,2024-09-26T22:04:01Z,ryscheng,ryscheng,3,1,FALSE,"5,500",0,3,1,0 days 00:00:02,0.0005555555556
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/712,2025-02-19T14:21:00Z,2025-02-20T14:55:48Z,spemed,albertvillanova,7,3,FALSE,"11,248",0,2.333333333,0,1 days 00:34:48,24.58
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/8035,2025-06-11T09:34:24Z,2025-06-25T15:40:24Z,sajozsattila,anticorrelator,6,4,TRUE,"12,167",1,1.5,0,14 days 06:06:00,342.1
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/30241,2025-05-25T08:25:29Z,2025-07-03T20:15:53Z,kimlam-wk,neverett,0,2,FALSE,"1,042",0,0,0,39 days 11:50:24,947.84
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/1286,2025-07-09T08:31:25Z,2025-07-14T07:58:21Z,blizzardwj,Ahmed-Tawfik94,1,2,FALSE,183,0,0.5,0,4 days 23:26:56,119.4488889
ai-christianson/RA.Aid,https://github.com/ai-christianson/RA.Aid/issues/182,2025-04-08T06:59:32Z,2025-04-19T10:23:10Z,myevolve,myevolve,4,4,FALSE,0,0,1,1,11 days 03:23:38,267.3938889
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9861,2024-10-29T01:15:42Z,2025-04-14T20:08:16Z,EmailScraper,abidlabs,2,4,FALSE,"18,111",0,0.5,0,167 days 18:52:34,4026.876111
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1116,2024-12-02T14:27:30Z,2024-12-09T08:15:46Z,IEEInfraPCE,IEEInfraPCE,2,2,FALSE,0,0,1,1,6 days 17:48:16,161.8044444
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/3534,2025-04-10T15:35:23Z,2025-04-21T20:03:34Z,ccerv1,ryscheng,4,4,TRUE,"5,661",1,1,0,11 days 04:28:11,268.4697222
